AA,IND,752,926,0
AA,SLC,1042,1411,0
AS,PHX,1054,1405,0
B6,PVD,659,940,0
B6,EWR,626,725,0
DL,ATL,1415,1541,0
DL,ATL,2031,2212,0
DL,SLC,826,904,0
DL,MCI,1731,1905,0
DL,CLT,801,916,0
EV,ORD,1625,1808,1
EV,ATL,811,939,0
EV,MEM,556,747,0
EV,LNK,617,916,0
MQ,ORD,1457,1734,0
MQ,SPI,1414,1616,0
NK,DFW,659,819,0
OO,SJC,1018,1258,0
OO,ORD,1240,1427,0
OO,RNO,925,1050,0
UA,HNL,2211,609,0
UA,PHX,1326,1753,0
UA,IAH,905,1132,1
US,RIC,527,634,0
US,PHX,915,1327,0
VX,DAL,748,948,0
WN,CLE,2035,2042,0
WN,MSY,529,738,0
WN,RDU,1029,1126,0
WN,DCA,955,1125,0
WN,SMF,2131,2253,0
WN,ISP,1722,1959,0
WN,MCO,1113,1319,0
AA,STL,1428,1618,0
AA,DFW,713,1045,0
AA,DFW,1429,1530,0
AS,PDX,754,1008,0
B6,OAK,901,1013,0
DL,RSW,1731,2018,0
DL,MCO,826,954,0
DL,SRQ,1748,1924,1
DL,ATL,1609,1726,0
DL,ATL,1901,1955,0
AA,DFW,1843,2208,0
EV,MEM,716,901,0
EV,ATL,1654,1756,0
EV,LGA,1554,1742,0
HA,HNL,803,852,0
MQ,SUX,610,742,0
MQ,ORD,1156,1333,1
OO,PHX,1623,1857,0
OO,TUS,1002,1249,0
OO,FWA,1603,1550,0
OO,SLC,739,915,0
UA,MCO,948,1220,0
UA,KOA,2034,433,0
UA,ORD,910,1123,1
US,PHX,2254,325,0
US,LGA,1441,1641,0
VX,LAX,727,1001,0
WN,DEN,1756,2004,0
WN,LAS,553,1222,0
WN,ATL,2125,2324,1
WN,STL,2006,2259,0
WN,MCO,2237,2356,1
WN,MSY,1110,1247,0
WN,SJC,1617,1736,0
AA,MIA,722,1015,0
AA,JFK,803,1159,1
AA,DFW,2246,2343,1
AS,OME,2027,2148,0
B6,JFK,720,1040,0
DL,ATL,1112,1229,0
DL,MSP,1335,1434,0
DL,ATL,1121,1221,0
DL,LEX,703,826,1
AA,MIA,2049,2321,1
DL,MIA,1702,1911,1
EV,IAH,1643,1815,1
EV,ATL,1259,1507,1
EV,BUF,1046,1140,1
EV,DFW,2138,2253,0
MQ,JFK,1453,1640,0
NK,FLL,2043,2328,1
OO,RDM,721,939,0
F9,CVG,1952,2146,0
OO,ORD,1818,1909,1
OO,PSP,653,823,0
UA,SFO,1523,1647,0
UA,SNA,819,938,0
UA,LAX,1617,8,0
US,DCA,842,1108,0
US,CLE,922,1129,1
WN,DEN,2211,11,0
WN,AUS,717,750,0
WN,CMH,2120,2328,0
WN,SEA,1800,2013,1
WN,HOU,1905,2324,1
WN,TPA,2001,2110,1
WN,MDW,759,1007,0
WN,PHX,1306,1533,1
AA,DFW,1755,1942,1
AA,JAC,815,1146,0
AS,SEA,1842,2116,0
B6,BOS,5,349,0
B6,LGB,1919,2124,1
DL,BOS,650,1033,0
DL,SEA,941,1738,1
